"rgn_id","product","year","usd"
10,"ornamentals",1979,10422.25
1,"ornamentals",1979,10422.25
11,"ornamentals",1979,10422.25
7,"ornamentals",1979,10422.25
3,"ornamentals",1979,10422.25
5,"ornamentals",1980,10401.5
9,"ornamentals",1980,10401.5
8,"ornamentals",1980,10401.5
2,"ornamentals",1980,10401.5
4,"ornamentals",1980,10401.5
6,"ornamentals",1980,10401.5
12,"ornamentals",1980,10401.5
10,"ornamentals",1980,10401.5
1,"ornamentals",1980,10401.5
11,"ornamentals",1980,10401.5
7,"ornamentals",1980,10401.5
3,"ornamentals",1980,10401.5
5,"ornamentals",1981,8728.5
9,"ornamentals",1981,8728.5
8,"ornamentals",1981,8728.5
2,"ornamentals",1981,8728.5
4,"ornamentals",1981,8728.5
6,"ornamentals",1981,8728.5
12,"ornamentals",1981,8728.5
10,"ornamentals",1981,8728.5
1,"ornamentals",1981,8728.5
11,"ornamentals",1981,8728.5
7,"ornamentals",1981,8728.5
3,"ornamentals",1981,8728.5
5,"ornamentals",1982,6048.25
9,"ornamentals",1982,6048.25
8,"ornamentals",1982,6048.25
2,"ornamentals",1982,6048.25
4,"ornamentals",1982,6048.25
6,"ornamentals",1982,6048.25
12,"ornamentals",1982,6048.25
10,"ornamentals",1982,6048.25
1,"ornamentals",1982,6048.25
11,"ornamentals",1982,6048.25
7,"ornamentals",1982,6048.25
3,"ornamentals",1982,6048.25
5,"ornamentals",1983,2733.25
9,"ornamentals",1983,2733.25
8,"ornamentals",1983,2733.25
2,"ornamentals",1983,2733.25
4,"ornamentals",1983,2733.25
6,"ornamentals",1983,2733.25
12,"ornamentals",1983,2733.25
10,"ornamentals",1983,2733.25
1,"ornamentals",1983,2733.25
11,"ornamentals",1983,2733.25
7,"ornamentals",1983,2733.25
3,"ornamentals",1983,2733.25
5,"ornamentals",1984,1301
9,"ornamentals",1984,1301
8,"ornamentals",1984,1301
2,"ornamentals",1984,1301
4,"ornamentals",1984,1301
6,"ornamentals",1984,1301
12,"ornamentals",1984,1301
10,"ornamentals",1984,1301
1,"ornamentals",1984,1301
11,"ornamentals",1984,1301
7,"ornamentals",1984,1301
3,"ornamentals",1984,1301
5,"ornamentals",1985,1175.75
9,"ornamentals",1985,1175.75
8,"ornamentals",1985,1175.75
2,"ornamentals",1985,1175.75
4,"ornamentals",1985,1175.75
6,"ornamentals",1985,1175.75
12,"ornamentals",1985,1175.75
10,"ornamentals",1985,1175.75
1,"ornamentals",1985,1175.75
11,"ornamentals",1985,1175.75
7,"ornamentals",1985,1175.75
3,"ornamentals",1985,1175.75
5,"ornamentals",1986,1144
9,"ornamentals",1986,1144
8,"ornamentals",1986,1144
2,"ornamentals",1986,1144
4,"ornamentals",1986,1144
6,"ornamentals",1986,1144
12,"ornamentals",1986,1144
10,"ornamentals",1986,1144
1,"ornamentals",1986,1144
11,"ornamentals",1986,1144
7,"ornamentals",1986,1144
3,"ornamentals",1986,1144
5,"ornamentals",1987,1380.25
9,"ornamentals",1987,1380.25
8,"ornamentals",1987,1380.25
2,"ornamentals",1987,1380.25
4,"ornamentals",1987,1380.25
6,"ornamentals",1987,1380.25
12,"ornamentals",1987,1380.25
10,"ornamentals",1987,1380.25
1,"ornamentals",1987,1380.25
11,"ornamentals",1987,1380.25
7,"ornamentals",1987,1380.25
3,"ornamentals",1987,1380.25
5,"ornamentals",1988,1530.5
9,"ornamentals",1988,1530.5
8,"ornamentals",1988,1530.5
2,"ornamentals",1988,1530.5
4,"ornamentals",1988,1530.5
6,"ornamentals",1988,1530.5
12,"ornamentals",1988,1530.5
10,"ornamentals",1988,1530.5
1,"ornamentals",1988,1530.5
11,"ornamentals",1988,1530.5
7,"ornamentals",1988,1530.5
3,"ornamentals",1988,1530.5
5,"ornamentals",1989,2550.75
9,"ornamentals",1989,2550.75
8,"ornamentals",1989,2550.75
2,"ornamentals",1989,2550.75
4,"ornamentals",1989,2550.75
6,"ornamentals",1989,2550.75
12,"ornamentals",1989,2550.75
10,"ornamentals",1989,2550.75
1,"ornamentals",1989,2550.75
11,"ornamentals",1989,2550.75
7,"ornamentals",1989,2550.75
3,"ornamentals",1989,2550.75
5,"ornamentals",1990,3103.25
9,"ornamentals",1990,3103.25
8,"ornamentals",1990,3103.25
2,"ornamentals",1990,3103.25
4,"ornamentals",1990,3103.25
6,"ornamentals",1990,3103.25
12,"ornamentals",1990,3103.25
10,"ornamentals",1990,3103.25
1,"ornamentals",1990,3103.25
11,"ornamentals",1990,3103.25
7,"ornamentals",1990,3103.25
3,"ornamentals",1990,3103.25
5,"ornamentals",1991,3800.75
9,"ornamentals",1991,3800.75
8,"ornamentals",1991,3800.75
2,"ornamentals",1991,3800.75
4,"ornamentals",1991,3800.75
6,"ornamentals",1991,3800.75
12,"ornamentals",1991,3800.75
10,"ornamentals",1991,3800.75
1,"ornamentals",1991,3800.75
11,"ornamentals",1991,3800.75
7,"ornamentals",1991,3800.75
3,"ornamentals",1991,3800.75
5,"ornamentals",1992,4562.5
9,"ornamentals",1992,4562.5
8,"ornamentals",1992,4562.5
2,"ornamentals",1992,4562.5
4,"ornamentals",1992,4562.5
6,"ornamentals",1992,4562.5
12,"ornamentals",1992,4562.5
10,"ornamentals",1992,4562.5
1,"ornamentals",1992,4562.5
11,"ornamentals",1992,4562.5
7,"ornamentals",1992,4562.5
3,"ornamentals",1992,4562.5
5,"ornamentals",1993,4406
9,"ornamentals",1993,4406
8,"ornamentals",1993,4406
2,"ornamentals",1993,4406
4,"ornamentals",1993,4406
6,"ornamentals",1993,4406
12,"ornamentals",1993,4406
10,"ornamentals",1993,4406
1,"ornamentals",1993,4406
11,"ornamentals",1993,4406
7,"ornamentals",1993,4406
3,"ornamentals",1993,4406
5,"ornamentals",1994,4715
9,"ornamentals",1994,4715
8,"ornamentals",1994,4715
2,"ornamentals",1994,4715
4,"ornamentals",1994,4715
6,"ornamentals",1994,4715
12,"ornamentals",1994,4715
10,"ornamentals",1994,4715
1,"ornamentals",1994,4715
11,"ornamentals",1994,4715
7,"ornamentals",1994,4715
3,"ornamentals",1994,4715
5,"ornamentals",1995,4681.25
9,"ornamentals",1995,4681.25
8,"ornamentals",1995,4681.25
2,"ornamentals",1995,4681.25
4,"ornamentals",1995,4681.25
6,"ornamentals",1995,4681.25
12,"ornamentals",1995,4681.25
10,"ornamentals",1995,4681.25
1,"ornamentals",1995,4681.25
11,"ornamentals",1995,4681.25
7,"ornamentals",1995,4681.25
3,"ornamentals",1995,4681.25
5,"ornamentals",1996,4415
9,"ornamentals",1996,4415
8,"ornamentals",1996,4415
2,"ornamentals",1996,4415
4,"ornamentals",1996,4415
6,"ornamentals",1996,4415
12,"ornamentals",1996,4415
10,"ornamentals",1996,4415
1,"ornamentals",1996,4415
11,"ornamentals",1996,4415
7,"ornamentals",1996,4415
3,"ornamentals",1996,4415
5,"ornamentals",1997,4303
9,"ornamentals",1997,4303
8,"ornamentals",1997,4303
2,"ornamentals",1997,4303
4,"ornamentals",1997,4303
6,"ornamentals",1997,4303
12,"ornamentals",1997,4303
10,"ornamentals",1997,4303
1,"ornamentals",1997,4303
11,"ornamentals",1997,4303
7,"ornamentals",1997,4303
3,"ornamentals",1997,4303
5,"ornamentals",1998,3888.75
9,"ornamentals",1998,3888.75
8,"ornamentals",1998,3888.75
2,"ornamentals",1998,3888.75
4,"ornamentals",1998,3888.75
6,"ornamentals",1998,3888.75
12,"ornamentals",1998,3888.75
10,"ornamentals",1998,3888.75
1,"ornamentals",1998,3888.75
11,"ornamentals",1998,3888.75
7,"ornamentals",1998,3888.75
3,"ornamentals",1998,3888.75
5,"ornamentals",1999,3692
9,"ornamentals",1999,3692
8,"ornamentals",1999,3692
2,"ornamentals",1999,3692
4,"ornamentals",1999,3692
6,"ornamentals",1999,3692
12,"ornamentals",1999,3692
10,"ornamentals",1999,3692
1,"ornamentals",1999,3692
11,"ornamentals",1999,3692
7,"ornamentals",1999,3692
3,"ornamentals",1999,3692
5,"ornamentals",2000,3836.75
9,"ornamentals",2000,3836.75
8,"ornamentals",2000,3836.75
2,"ornamentals",2000,3836.75
4,"ornamentals",2000,3836.75
6,"ornamentals",2000,3836.75
12,"ornamentals",2000,3836.75
10,"ornamentals",2000,3836.75
1,"ornamentals",2000,3836.75
11,"ornamentals",2000,3836.75
7,"ornamentals",2000,3836.75
3,"ornamentals",2000,3836.75
5,"ornamentals",2001,3920.25
9,"ornamentals",2001,3920.25
8,"ornamentals",2001,3920.25
2,"ornamentals",2001,3920.25
4,"ornamentals",2001,3920.25
6,"ornamentals",2001,3920.25
12,"ornamentals",2001,3920.25
10,"ornamentals",2001,3920.25
1,"ornamentals",2001,3920.25
11,"ornamentals",2001,3920.25
7,"ornamentals",2001,3920.25
3,"ornamentals",2001,3920.25
5,"ornamentals",2002,4947.75
9,"ornamentals",2002,4947.75
8,"ornamentals",2002,4947.75
2,"ornamentals",2002,4947.75
4,"ornamentals",2002,4947.75
6,"ornamentals",2002,4947.75
12,"ornamentals",2002,4947.75
10,"ornamentals",2002,4947.75
1,"ornamentals",2002,4947.75
11,"ornamentals",2002,4947.75
7,"ornamentals",2002,4947.75
3,"ornamentals",2002,4947.75
5,"ornamentals",2003,5603.25
9,"ornamentals",2003,5603.25
8,"ornamentals",2003,5603.25
2,"ornamentals",2003,5603.25
4,"ornamentals",2003,5603.25
6,"ornamentals",2003,5603.25
12,"ornamentals",2003,5603.25
10,"ornamentals",2003,5603.25
1,"ornamentals",2003,5603.25
11,"ornamentals",2003,5603.25
7,"ornamentals",2003,5603.25
3,"ornamentals",2003,5603.25
5,"ornamentals",2004,6290
9,"ornamentals",2004,6290
8,"ornamentals",2004,6290
2,"ornamentals",2004,6290
4,"ornamentals",2004,6290
6,"ornamentals",2004,6290
12,"ornamentals",2004,6290
10,"ornamentals",2004,6290
1,"ornamentals",2004,6290
11,"ornamentals",2004,6290
7,"ornamentals",2004,6290
3,"ornamentals",2004,6290
5,"ornamentals",2005,7303.25
9,"ornamentals",2005,7303.25
8,"ornamentals",2005,7303.25
2,"ornamentals",2005,7303.25
4,"ornamentals",2005,7303.25
6,"ornamentals",2005,7303.25
12,"ornamentals",2005,7303.25
10,"ornamentals",2005,7303.25
1,"ornamentals",2005,7303.25
11,"ornamentals",2005,7303.25
7,"ornamentals",2005,7303.25
3,"ornamentals",2005,7303.25
5,"ornamentals",2006,7373
9,"ornamentals",2006,7373
8,"ornamentals",2006,7373
2,"ornamentals",2006,7373
4,"ornamentals",2006,7373
6,"ornamentals",2006,7373
12,"ornamentals",2006,7373
10,"ornamentals",2006,7373
1,"ornamentals",2006,7373
11,"ornamentals",2006,7373
7,"ornamentals",2006,7373
3,"ornamentals",2006,7373
5,"ornamentals",2007,7933.5
9,"ornamentals",2007,7933.5
8,"ornamentals",2007,7933.5
2,"ornamentals",2007,7933.5
4,"ornamentals",2007,7933.5
6,"ornamentals",2007,7933.5
12,"ornamentals",2007,7933.5
10,"ornamentals",2007,7933.5
1,"ornamentals",2007,7933.5
11,"ornamentals",2007,7933.5
7,"ornamentals",2007,7933.5
3,"ornamentals",2007,7933.5
5,"ornamentals",2008,8311.5
9,"ornamentals",2008,8311.5
8,"ornamentals",2008,8311.5
2,"ornamentals",2008,8311.5
4,"ornamentals",2008,8311.5
6,"ornamentals",2008,8311.5
12,"ornamentals",2008,8311.5
10,"ornamentals",2008,8311.5
1,"ornamentals",2008,8311.5
11,"ornamentals",2008,8311.5
7,"ornamentals",2008,8311.5
3,"ornamentals",2008,8311.5
5,"ornamentals",2009,8345.75
9,"ornamentals",2009,8345.75
8,"ornamentals",2009,8345.75
2,"ornamentals",2009,8345.75
4,"ornamentals",2009,8345.75
6,"ornamentals",2009,8345.75
12,"ornamentals",2009,8345.75
10,"ornamentals",2009,8345.75
1,"ornamentals",2009,8345.75
11,"ornamentals",2009,8345.75
7,"ornamentals",2009,8345.75
3,"ornamentals",2009,8345.75
5,"ornamentals",2010,8610.66666666667
9,"ornamentals",2010,8610.66666666667
8,"ornamentals",2010,8610.66666666667
2,"ornamentals",2010,8610.66666666667
4,"ornamentals",2010,8610.66666666667
6,"ornamentals",2010,8610.66666666667
12,"ornamentals",2010,8610.66666666667
10,"ornamentals",2010,8610.66666666667
1,"ornamentals",2010,8610.66666666667
11,"ornamentals",2010,8610.66666666667
7,"ornamentals",2010,8610.66666666667
3,"ornamentals",2010,8610.66666666667
5,"ornamentals",2011,8666
9,"ornamentals",2011,8666
8,"ornamentals",2011,8666
2,"ornamentals",2011,8666
4,"ornamentals",2011,8666
6,"ornamentals",2011,8666
12,"ornamentals",2011,8666
10,"ornamentals",2011,8666
1,"ornamentals",2011,8666
11,"ornamentals",2011,8666
7,"ornamentals",2011,8666
3,"ornamentals",2011,8666
5,"sponges",1999,0
9,"sponges",1999,0
8,"sponges",1999,0
2,"sponges",1999,0
4,"sponges",1999,0
6,"sponges",1999,0
12,"sponges",1999,0
10,"sponges",1999,0
1,"sponges",1999,0
11,"sponges",1999,0
7,"sponges",1999,0
3,"sponges",1999,0
5,"sponges",2000,0
9,"sponges",2000,0
8,"sponges",2000,0
2,"sponges",2000,0
4,"sponges",2000,0
6,"sponges",2000,0
12,"sponges",2000,0
10,"sponges",2000,0
1,"sponges",2000,0
11,"sponges",2000,0
7,"sponges",2000,0
3,"sponges",2000,0
5,"sponges",2001,0
9,"sponges",2001,0
8,"sponges",2001,0
2,"sponges",2001,0
4,"sponges",2001,0
6,"sponges",2001,0
12,"sponges",2001,0
10,"sponges",2001,0
1,"sponges",2001,0
11,"sponges",2001,0
7,"sponges",2001,0
3,"sponges",2001,0
5,"sponges",2002,0
9,"sponges",2002,0
8,"sponges",2002,0
2,"sponges",2002,0
4,"sponges",2002,0
6,"sponges",2002,0
12,"sponges",2002,0
10,"sponges",2002,0
1,"sponges",2002,0
11,"sponges",2002,0
7,"sponges",2002,0
3,"sponges",2002,0
5,"sponges",2003,0
9,"sponges",2003,0
8,"sponges",2003,0
2,"sponges",2003,0
4,"sponges",2003,0
6,"sponges",2003,0
12,"sponges",2003,0
10,"sponges",2003,0
1,"sponges",2003,0
11,"sponges",2003,0
7,"sponges",2003,0
3,"sponges",2003,0
5,"sponges",2004,3.25
9,"sponges",2004,3.25
8,"sponges",2004,3.25
2,"sponges",2004,3.25
4,"sponges",2004,3.25
6,"sponges",2004,3.25
12,"sponges",2004,3.25
10,"sponges",2004,3.25
1,"sponges",2004,3.25
11,"sponges",2004,3.25
7,"sponges",2004,3.25
3,"sponges",2004,3.25
5,"sponges",2005,71
9,"sponges",2005,71
8,"sponges",2005,71
2,"sponges",2005,71
4,"sponges",2005,71
6,"sponges",2005,71
12,"sponges",2005,71
10,"sponges",2005,71
1,"sponges",2005,71
11,"sponges",2005,71
7,"sponges",2005,71
3,"sponges",2005,71
5,"sponges",2006,111
9,"sponges",2006,111
8,"sponges",2006,111
2,"sponges",2006,111
4,"sponges",2006,111
6,"sponges",2006,111
12,"sponges",2006,111
10,"sponges",2006,111
1,"sponges",2006,111
11,"sponges",2006,111
7,"sponges",2006,111
3,"sponges",2006,111
5,"sponges",2007,134.25
9,"sponges",2007,134.25
8,"sponges",2007,134.25
2,"sponges",2007,134.25
4,"sponges",2007,134.25
6,"sponges",2007,134.25
12,"sponges",2007,134.25
10,"sponges",2007,134.25
1,"sponges",2007,134.25
11,"sponges",2007,134.25
7,"sponges",2007,134.25
3,"sponges",2007,134.25
5,"sponges",2008,174.5
9,"sponges",2008,174.5
8,"sponges",2008,174.5
2,"sponges",2008,174.5
4,"sponges",2008,174.5
6,"sponges",2008,174.5
12,"sponges",2008,174.5
10,"sponges",2008,174.5
1,"sponges",2008,174.5
11,"sponges",2008,174.5
7,"sponges",2008,174.5
3,"sponges",2008,174.5
5,"sponges",2009,221.5
9,"sponges",2009,221.5
8,"sponges",2009,221.5
2,"sponges",2009,221.5
4,"sponges",2009,221.5
6,"sponges",2009,221.5
12,"sponges",2009,221.5
10,"sponges",2009,221.5
1,"sponges",2009,221.5
11,"sponges",2009,221.5
7,"sponges",2009,221.5
3,"sponges",2009,221.5
5,"sponges",2010,242
9,"sponges",2010,242
8,"sponges",2010,242
2,"sponges",2010,242
4,"sponges",2010,242
6,"sponges",2010,242
12,"sponges",2010,242
10,"sponges",2010,242
1,"sponges",2010,242
11,"sponges",2010,242
7,"sponges",2010,242
3,"sponges",2010,242
5,"sponges",2011,316.5
9,"sponges",2011,316.5
8,"sponges",2011,316.5
2,"sponges",2011,316.5
4,"sponges",2011,316.5
6,"sponges",2011,316.5
12,"sponges",2011,316.5
10,"sponges",2011,316.5
1,"sponges",2011,316.5
11,"sponges",2011,316.5
7,"sponges",2011,316.5
3,"sponges",2011,316.5
